,Window Size,Trend
616,6170,0.000113945
617,6180,0.000118052
618,6190,0.000123369
619,6200,0.000127697
620,6210,0.00013369
621,6220,0.000140398
622,6230,0.00012324
623,6240,0.000129352
624,6250,0.000134788
625,6260,0.000101913
626,6270,-3.29E-05
627,6280,-4.12E-05
628,6290,-3.37E-05
629,6300,-3.08E-05
630,6310,-2.56E-05
631,6320,-1.92E-05
632,6330,-1.16E-05
633,6340,-2.18E-06
634,6350,5.69E-06
635,6360,1.44E-05
636,6370,2.31E-05
637,6380,3.00E-05
638,6390,3.48E-05
639,6400,3.48E-05
640,6410,3.40E-05
641,6420,3.00E-05
642,6430,3.25E-05
643,6440,3.38E-05
644,6450,9.17E-06
645,6460,2.60E-05
646,6470,4.22E-05
647,6480,5.77E-05
648,6490,7.11E-05
649,6500,6.80E-05
650,6510,7.74E-05
651,6520,8.72E-05
652,6530,7.63E-05
653,6540,6.85E-05
654,6550,7.31E-05
655,6560,7.86E-05
656,6570,8.50E-05
657,6580,9.14E-05
658,6590,9.72E-05
659,6600,0.000104817
660,6610,0.00011348
661,6620,0.000122337
662,6630,0.000131249
663,6640,0.000139943
664,6650,0.000148557
665,6660,0.000155874
666,6670,0.000160835
667,6680,0.000164675
668,6690,0.000117435
669,6700,0.000116574
670,6710,0.000120639
671,6720,0.000126257
672,6730,0.000133411
673,6740,0.000139973
674,6750,0.000147
675,6760,0.000153962
676,6770,0.000161646
677,6780,0.000169782
678,6790,0.000179142
679,6800,0.000188418
680,6810,0.00019761
681,6820,0.000206719
682,6830,0.00021536
683,6840,0.000223539
684,6850,0.000231005
685,6860,0.00023802
686,6870,0.000243322
687,6880,0.000248068
688,6890,0.000252644
689,6900,0.000258813
690,6910,0.000265804
691,6920,0.000271356
692,6930,0.000280099
693,6940,0.000289137
694,6950,0.000298589
695,6960,0.000307955
696,6970,0.000317238
697,6980,0.000326314
698,6990,0.000334572
699,7000,0.0003419
700,7010,0.00034843
701,7020,0.000345648
702,7030,0.000274526
703,7040,0.000286448
704,7050,0.000209283
705,7060,0.000127878
706,7070,2.16E-05
707,7080,-2.03E-05
708,7090,-1.63E-05
709,7100,-7.13E-05
710,7110,-0.000175273
711,7120,-0.000182845
712,7130,-0.000175163
713,7140,-0.000165546
714,7150,-0.000154602
715,7160,-0.000143279
716,7170,-0.000133099
717,7180,-0.000123467
718,7190,-0.000114493
719,7200,-0.000105824
720,7210,-9.77E-05
721,7220,-8.98E-05
722,7230,-8.20E-05
723,7240,-7.32E-05
724,7250,-7.37E-05
725,7260,-6.84E-05
726,7270,-6.24E-05
727,7280,-5.61E-05
728,7290,-4.91E-05
729,7300,-4.11E-05
730,7310,-3.35E-05
731,7320,-3.15E-05
732,7330,-2.47E-05
733,7340,-1.79E-05
734,7350,-1.02E-05
735,7360,-3.07E-06
736,7370,4.25E-07
737,7380,-2.95E-05
738,7390,-4.32E-05
739,7400,-4.14E-05
740,7410,-3.71E-05
741,7420,-3.33E-05
742,7430,-2.46E-05
743,7440,-1.58E-05
744,7450,-6.27E-06
745,7460,3.19E-06
746,7470,1.01E-05
747,7480,1.50E-05
748,7490,1.94E-05
749,7500,2.35E-05
750,7510,2.84E-05
751,7520,3.37E-05
752,7530,3.99E-05
753,7540,2.75E-05
754,7550,3.35E-05
755,7560,4.07E-05
756,7570,4.89E-05
757,7580,5.75E-05
758,7590,6.60E-05
759,7600,7.46E-05
760,7610,8.35E-05
761,7620,9.23E-05
762,7630,0.000101011
763,7640,0.000109674
764,7650,0.000118268
765,7660,0.000120459
766,7670,0.000122023
767,7680,0.000109661
768,7690,0.000107018
769,7700,5.92E-05
770,7710,2.04E-05
771,7720,2.24E-05
772,7730,2.70E-05
773,7740,3.28E-05
774,7750,3.92E-05
775,7760,4.59E-05
776,7770,5.20E-05
777,7780,5.82E-05
778,7790,6.38E-05
779,7800,6.92E-05
780,7810,7.47E-05
781,7820,8.02E-05
782,7830,8.56E-05
783,7840,9.09E-05
784,7850,9.45E-05
785,7860,9.70E-05
786,7870,9.95E-05
787,7880,0.000102661
788,7890,0.000105267
789,7900,0.000108909
790,7910,0.000113
791,7920,0.000102333
792,7930,0.000106054
793,7940,0.000109364
794,7950,8.89E-05
795,7960,5.20E-06
796,7970,-1.62E-07
797,7980,4.30E-06
798,7990,5.92E-06
799,8000,8.93E-06
800,8010,1.28E-05
801,8020,1.73E-05
802,8030,2.30E-05
803,8040,2.78E-05
804,8050,3.30E-05
805,8060,3.83E-05
806,8070,4.25E-05
807,8080,4.54E-05
808,8090,4.53E-05
809,8100,4.46E-05
810,8110,4.20E-05
811,8120,4.35E-05
812,8130,4.41E-05
813,8140,2.86E-05
814,8150,3.90E-05
815,8160,4.90E-05
816,8170,5.87E-05
817,8180,6.70E-05
818,8190,6.50E-05
819,8200,7.08E-05
820,8210,7.69E-05
821,8220,6.99E-05
822,8230,6.50E-05
823,8240,6.78E-05
824,8250,7.12E-05
825,8260,7.52E-05
826,8270,7.91E-05
827,8280,8.27E-05
828,8290,8.75E-05
829,8300,9.29E-05
830,8310,9.85E-05
831,8320,0.00010414
832,8330,0.000109633
833,8340,0.000115086
834,8350,0.000119724
835,8360,0.00012287
836,8370,0.000125309
837,8380,9.52E-05
838,8390,9.46E-05
839,8400,9.72E-05
840,8410,0.000100708
841,8420,0.000105247
842,8430,0.000109416
843,8440,0.00011389
844,8450,0.000118332
845,8460,0.000123245
846,8470,0.000128455
847,8480,0.000134461
848,8490,0.000140424
849,8500,0.000146343
850,8510,0.000152219
851,8520,0.000157806
852,8530,0.000163104
853,8540,0.000167953
854,8550,0.000172521
855,8560,0.000175993
856,8570,0.000179112
857,8580,0.000182127
858,8590,0.000186175
859,8600,0.000190761
860,8610,0.000194426
861,8620,0.000200159
862,8630,0.000206092
863,8640,0.000212303
864,8650,0.00021847
865,8660,0.000224592
866,8670,0.000230591
867,8680,0.000236069
868,8690,0.000240951
869,8700,0.000245324
870,8710,0.000243654
871,8720,0.000197549
872,8730,0.000205388
873,8740,0.00015526
874,8750,0.000102283
875,8760,3.30E-05
876,8770,5.63E-06
877,8780,8.10E-06
878,8790,-2.79E-05
879,8800,-9.60E-05
880,8810,-0.000101157
881,8820,-9.64E-05
882,8830,-9.03E-05
883,8840,-8.34E-05
884,8850,-7.62E-05
885,8860,-6.97E-05
886,8870,-6.36E-05
887,8880,-5.79E-05
888,8890,-5.24E-05
889,8900,-4.72E-05
890,8910,-4.22E-05
891,8920,-3.72E-05
892,8930,-3.16E-05
893,8940,-3.21E-05
894,8950,-2.88E-05
895,8960,-2.50E-05
896,8970,-2.10E-05
897,8980,-1.65E-05
898,8990,-1.14E-05
899,9000,-6.41E-06
900,9010,-5.26E-06
901,9020,-8.76E-07
902,9030,3.55E-06
903,9040,8.54E-06
904,9050,1.31E-05
905,9060,1.53E-05
906,9070,-4.60E-06
907,9080,-1.37E-05
908,9090,-1.27E-05
909,9100,-9.96E-06
910,9110,-7.52E-06
911,9120,-1.85E-06
912,9130,3.85E-06
913,9140,1.01E-05
914,9150,1.63E-05
915,9160,2.08E-05
916,9170,2.40E-05
917,9180,2.68E-05
918,9190,2.95E-05
919,9200,3.27E-05
920,9210,3.62E-05
921,9220,4.02E-05
922,9230,3.19E-05
923,9240,3.58E-05
924,9250,4.06E-05
925,9260,4.60E-05
926,9270,5.17E-05
927,9280,5.73E-05
928,9290,6.31E-05
929,9300,6.90E-05
930,9310,7.48E-05
931,9320,8.07E-05
932,9330,8.65E-05
933,9340,9.22E-05
934,9350,9.37E-05
935,9360,9.47E-05
936,9370,8.64E-05
937,9380,8.46E-05
938,9390,5.24E-05
939,9400,2.63E-05
940,9410,2.76E-05
941,9420,3.06E-05
942,9430,3.44E-05
943,9440,3.87E-05
944,9450,4.32E-05
945,9460,4.73E-05
946,9470,5.14E-05
947,9480,5.51E-05
948,9490,5.88E-05
949,9500,6.25E-05
950,9510,6.61E-05
951,9520,6.98E-05
952,9530,7.33E-05
953,9540,7.58E-05
954,9550,7.74E-05
955,9560,7.91E-05
956,9570,8.12E-05
957,9580,8.30E-05
958,9590,8.55E-05
959,9600,8.82E-05
960,9610,8.10E-05
961,9620,8.35E-05
962,9630,8.58E-05
963,9640,7.18E-05
964,9650,1.48E-05
965,9660,1.11E-05
966,9670,1.41E-05
967,9680,1.51E-05
968,9690,1.71E-05
969,9700,1.97E-05
970,9710,2.27E-05
971,9720,2.66E-05
972,9730,2.97E-05
973,9740,3.33E-05
974,9750,3.69E-05
975,9760,3.97E-05
976,9770,4.16E-05
977,9780,4.15E-05
978,9790,4.10E-05
979,9800,3.92E-05
980,9810,4.01E-05
981,9820,4.05E-05
982,9830,2.98E-05
983,9840,3.70E-05
984,9850,4.38E-05
985,9860,5.04E-05
986,9870,5.61E-05
987,9880,5.47E-05
988,9890,5.87E-05
989,9900,6.28E-05
990,9910,5.80E-05
991,9920,5.46E-05
992,9930,5.65E-05
993,9940,5.88E-05
994,9950,6.15E-05
995,9960,6.42E-05
996,9970,6.67E-05
997,9980,7.00E-05
998,9990,7.37E-05
999,10000,7.76E-05
1000,10010,8.15E-05
1001,10020,8.53E-05
1002,10030,8.90E-05
1003,10040,9.22E-05
1004,10050,9.44E-05
1005,10060,9.61E-05
1006,10070,7.53E-05
1007,10080,7.49E-05
1008,10090,7.66E-05
1009,10100,7.91E-05
1010,10110,8.22E-05
1011,10120,8.51E-05
1012,10130,8.82E-05
1013,10140,9.13E-05
1014,10150,9.48E-05
1015,10160,9.84E-05
1016,10170,0.000102587
1017,10180,0.000106753
1018,10190,0.000110894
1019,10200,0.00011501
1020,10210,0.000118929
1021,10220,0.000122652
1022,10230,0.000126065
1023,10240,0.000129287
1024,10250,0.000131748
1025,10260,0.000133965
1026,10270,0.000136113
1027,10280,0.000138984
1028,10290,0.000142234
1029,10300,0.000144843
1030,10310,0.000148903
1031,10320,0.000153106
1032,10330,0.000157509
1033,10340,0.000161886
1034,10350,0.000166236
1035,10360,0.000170504
1036,10370,0.000174412
1037,10380,0.000177908
1038,10390,0.000181049
1039,10400,0.000179955
1040,10410,0.000147675
1041,10420,0.00015323
1042,10430,0.000118081
1043,10440,8.09E-05
1044,10450,3.22E-05
1045,10460,1.29E-05
1046,10470,1.46E-05
1047,10480,-1.08E-05
1048,10490,-5.87E-05
1049,10500,-6.25E-05
1050,10510,-5.92E-05
1051,10520,-5.51E-05
1052,10530,-5.03E-05
1053,10540,-4.53E-05
1054,10550,-4.08E-05
1055,10560,-3.66E-05
1056,10570,-3.26E-05
1057,10580,-2.88E-05
1058,10590,-2.52E-05
1059,10600,-2.18E-05
1060,10610,-1.83E-05
1061,10620,-1.44E-05
1062,10630,-1.48E-05
1063,10640,-1.25E-05
1064,10650,-9.89E-06
1065,10660,-7.12E-06
1066,10670,-3.99E-06
1067,10680,-4.09E-07
1068,10690,3.05E-06
1069,10700,3.82E-06
1070,10710,6.88E-06
1071,10720,9.98E-06
1072,10730,1.35E-05
1073,10740,1.67E-05
1074,10750,1.82E-05
1075,10760,4.02E-06
1076,10770,-2.51E-06
1077,10780,-1.84E-06
1078,10790,6.84E-08
1079,10800,1.76E-06
1080,10810,5.75E-06
1081,10820,9.76E-06
1082,10830,1.42E-05
1083,10840,1.85E-05
1084,10850,2.17E-05
1085,10860,2.40E-05
1086,10870,2.60E-05
1087,10880,2.78E-05
1088,10890,3.01E-05
1089,10900,3.26E-05
1090,10910,3.54E-05
1091,10920,2.94E-05
1092,10930,3.22E-05
1093,10940,3.56E-05
1094,10950,3.95E-05
1095,10960,4.35E-05
1096,10970,4.75E-05
1097,10980,5.16E-05
1098,10990,5.59E-05
1099,11000,6.01E-05
1100,11010,6.42E-05
1101,11020,6.84E-05
1102,11030,7.25E-05
1103,11040,7.36E-05
1104,11050,7.43E-05
1105,11060,6.84E-05
1106,11070,6.71E-05
1107,11080,4.40E-05
1108,11090,2.52E-05
1109,11100,2.61E-05
1110,11110,2.82E-05
1111,11120,3.10E-05
1112,11130,3.40E-05
1113,11140,3.72E-05
1114,11150,4.01E-05
1115,11160,4.31E-05
1116,11170,4.58E-05
1117,11180,4.84E-05
1118,11190,5.10E-05
1119,11200,5.37E-05
1120,11210,5.63E-05
1121,11220,5.88E-05
1122,11230,6.06E-05
1123,11240,6.18E-05
1124,11250,6.30E-05
1125,11260,6.46E-05
1126,11270,6.58E-05
1127,11280,6.76E-05
1128,11290,6.96E-05
1129,11300,6.44E-05
1130,11310,6.62E-05
1131,11320,6.78E-05
1132,11330,5.78E-05
1133,11340,1.65E-05
1134,11350,1.38E-05
1135,11360,1.59E-05
1136,11370,1.66E-05
1137,11380,1.80E-05
1138,11390,1.99E-05
1139,11400,2.20E-05
1140,11410,2.48E-05
1141,11420,2.71E-05
1142,11430,2.97E-05
1143,11440,3.23E-05
1144,11450,3.43E-05
1145,11460,3.57E-05
1146,11470,3.56E-05
1147,11480,3.52E-05
1148,11490,3.38E-05
1149,11500,3.45E-05
1150,11510,3.48E-05
1151,11520,2.70E-05
1152,11530,3.22E-05
1153,11540,3.71E-05
1154,11550,4.19E-05
1155,11560,4.61E-05
1156,11570,4.50E-05
1157,11580,4.79E-05
1158,11590,5.10E-05
1159,11600,4.75E-05
1160,11610,4.49E-05
1161,11620,4.63E-05
1162,11630,4.80E-05
1163,11640,5.00E-05
1164,11650,5.20E-05
1165,11660,5.38E-05
1166,11670,5.62E-05
1167,11680,5.89E-05
1168,11690,6.17E-05
1169,11700,6.46E-05
1170,11710,6.74E-05
1171,11720,7.01E-05
1172,11730,7.25E-05
1173,11740,7.41E-05
1174,11750,7.54E-05
1175,11760,6.01E-05
1176,11770,5.98E-05
1177,11780,6.11E-05
1178,11790,6.29E-05
1179,11800,6.52E-05
